event_mention,event_subject,event_subject_id,event_subject_type,event_object,event_object_id,event_object_type,event_complement,event_complement_id,event_trigger,event_trigger_id,relation_type,relation_id
"El Fondo se personará en el expediente como responsable legal subsidiario del pago de los citados créditos, pudiendo instar lo que a su derecho convenga y sin perjuicio de que, una vez realizado, continúe como acreedor en el expediente",Fondo,argument0040,LegalEntity,,,,,,personará,trigger0354,Duty,duty0579
Dichos acuerdos deberán comunicarse a la oficina pública dependiente de la autoridad laboral para su depósito y publicidad,acuerdos,argument0139,LegalConcept,,,,oficina pública,argument0700,comunicarse,trigger0065,Duty,duty0580
Dichos acuerdos deberán comunicarse a la oficina pública dependiente de la autoridad laboral para su depósito y publicidad,acuerdos,argument0139,LegalConcept,,,,autoridad laboral,argument0177,comunicarse,trigger0065,Duty,duty0581
"Se entiende que concurren causas económicas cuando de los resultados de la empresa se desprenda una situación económica negativa, en casos tales como la existencia de pérdidas actuales o previstas, o la disminución persistente de su nivel de ingresos ordinarios o ventas",resultados de la empresa,argument0866,LegalConcept,,,,,,desprenda,trigger0185,NoRelation,
El resultado de la votación se publicará en los tablones de anuncios,resultado de la votación,argument0864,LegalConcept,,,,tablones de anuncios,argument0917,publicará,trigger0471,Duty,duty0582
"Para los trabajadores que por la modalidad o duración de su contrato realizasen una jornada en cómputo anual inferior a la jornada general en la empresa, el número máximo anual de horas extraordinarias se reducirá en la misma proporción que exista entre tales jornadas",trabajadores,argument0933,LegalAgent,,,,,,realizasen,trigger0491,Duty,duty0583
"Las posibles discrepancias se resolverán por la autoridad laboral, previo informe de la Inspección de Trabajo y Seguridad Social",autoridad laboral,argument0177,LegalEntity,,,,,,resolverán,trigger0505,Duty,duty0584
"Asimismo, el comité de empresa tendrá derecho a recibir la copia básica de los contratos así como la notificación de las prórrogas y de las denuncias correspondientes a los mismos en el plazo de diez días siguientes a que tuvieran lugar",comité de empresa,argument0231,LegalEntity,,,,,,tendrá derecho a recibir,trigger0661,Right,right0197
"También tendrán derecho a un periodo de excedencia, de duración no superior a dos años, salvo que se establezca una duración mayor por negociación colectiva, los trabajadores para atender al cuidado de un familiar hasta el segundo grado de consanguinidad o afinidad, que por razones de edad, accidente, enfermedad o discapacidad no pueda valerse por sí mismo, y no desempeñe actividad retribuida",trabajadores,argument0933,LegalAgent,,,,,,tendrán derecho a,trigger0678,Right,right0198
"En representación de los empresarios estarán legitimados para negociar En los convenios de empresa o ámbito inferior, el propio empresario",empresarios,argument0455,LegalAgent,,,,,,estarán legitimados para negociar,trigger0232,Right,right0199
La decisión empresarial podrá impugnarse a través de las acciones previstas para este despido,decisión empresarial,argument0339,LegalEntity,,,,,,impugnarse,trigger0282,Duty,duty0585
"En este caso, el juez podrá prorrogar la suspensión por periodos de tres meses, con un máximo de dieciocho meses",juez,argument0558,LegalAgent,,,,,,prorrogar,trigger0469,Duty,duty0586
"El empresario, con ocasión de la extinción del contrato, al comunicar a los trabajadores la denuncia, o, en su caso, el preaviso de la extinción del mismo, deberá acompañar una propuesta del documento de liquidación de las cantidades adeudadas",empresario,argument0449,LegalAgent,,,,,,deberá acompañar,trigger0110,Duty,duty0587
"En aquellos sectores en los que no existan órganos de representación de los trabajadores, se entenderá válidamente constituida la comisión negociadora cuando la misma esté integrada por las organizaciones sindicales que ostenten la condición de más representativas en el ámbito estatal o de comunidad autónoma",comisión negociadora,argument0226,LegalConcept,,,,,,entenderá válidamente constituida,trigger0206,Duty,duty0588
En la constitución del comité intercentros se guardará la proporcionalidad de los sindicatos según los resultados electorales considerados globalmente,constitución del comité intercentros,argument0269,LegalConcept,,,,,,guardará,trigger0266,Duty,duty0589
"Terminado este periodo, los trabajadores podrán optar entre el regreso a su puesto de trabajo anterior o la continuidad en el nuevo",trabajadores,argument0933,LegalAgent,,,,,,podrán optar,trigger0437,Privilege,privilege0094
"Los convenios colectivos a que se refiere esta ley han de formalizarse por escrito, bajo sanción de nulidad",convenios colectivos,argument0306,LegalConcept,,,,,,han de formalizarse,trigger0276,Duty,duty0590
"En el plazo máximo de un mes a partir de la recepción de la comunicación, se procederá a constituir la comisión negociadora; la parte receptora de la comunicación deberá responder a la propuesta de negociación y ambas partes establecerán un calendario o plan de negociación",se,argument0885,,,,,,,procederá a constituir,trigger0460,Duty,duty0591
"Cuando el periodo de consultas finalice con acuerdo se presumirá que concurren las causas justificativas a que alude el apartado 1 y solo podrá ser impugnado ante la jurisdicción social por la existencia de fraude, dolo, coacción o abuso de derecho en su conclusión",periodo de consultas,argument0737,LegalConcept,,,,,,finalice,trigger0259,NoRight,noright0130
"El traslado o el cambio de centro de trabajo tendrá una duración inicial de seis meses, durante los cuales la empresa tendrá la obligación de reservar el puesto de trabajo que anteriormente ocupaban los trabajadores",empresa,argument0445,LegalAgent,puesto de trabajo,argument0800,LegalAgent,,,tendrá,trigger0651,Duty,duty0592
"Cuando se trate de elecciones a delegados de personal, el empresario, en el mismo término, remitirá a los componentes de la mesa electoral el censo laboral, que se ajustará, a estos efectos, a modelo normalizado",empresario,argument0449,LegalAgent,componentes de la mesa electoral,argument0241,LegalAgent,censo laboral,argument0210,remitirá,trigger0500,Duty,duty0593
"Los trabajadores tendrán derecho a un descanso mínimo semanal, acumulable por periodos de hasta catorce días, de día y medio ininterrumpido que, como regla general, comprenderá la tarde del sábado o, en su caso, la mañana del lunes y el día completo del domingo",trabajadores,argument0933,LegalAgent,,,,,,tendrán derecho,trigger0677,Right,right0200
"De conformidad con lo dispuesto en el artículo 4 y sin perjuicio de otras formas de participación, los trabajadores tienen derecho a participar en la empresa a través de los órganos de representación regulados en este título",trabajadores,argument0933,LegalAgent,,,,empresa,argument0445,tienen derecho a participar,trigger0701,Right,right0201
"Se consideran horas complementarias las realizadas como adición a las horas ordinarias pactadas en el contrato a tiempo parcial, conforme a las siguientes reglas El pacto de horas complementarias podrá quedar sin efecto por renuncia del trabajador, mediante un preaviso de quince días, una vez cumplido un año desde su celebración, cuando concurra alguna de las siguientes circunstancias Incompatibilidad con otro contrato a tiempo parcial",,,,,,,horas complementarias,argument0512,Se consideran,trigger0016,Norelation,
"Aplicación paulatina del artículo 48 en la redacción por el Real Decreto-ley 6/2019, de 1 de marzo, de medidas urgentes para garantía de la igualdad de trato y de oportunidades entre mujeres y hombres en el empleo y la ocupación",,,,,,,,,,,Norelation,
"Para la aplicación del límite al encadenamiento de contratos previsto en el artículo 15.5, solo se tendrán en cuenta los contratos celebrados en el ámbito de cada una de las Administraciones Públicas sin que formen parte de ellas, a estos efectos, los organismos públicos, agencias y demás entidades de derecho público con personalidad jurídica propia vinculadas o dependientes de las mismas",,,,,,,límite al encadenamiento de contratos,argument0623,se tendrán en cuenta,trigger0605,Norelation,
"Se considera de carácter colectivo la modificación que, en un periodo de noventa días, afecte al menos a Treinta trabajadores, en las empresas que ocupen más de trescientos trabajadores",modificación,argument0657,LegalConcept,,,,,,Se considera,trigger0015,NoRelation,
"El comité de empresa Asimismo, tendrá derecho a ser informado y consultado sobre todas las decisiones de la empresa que pudieran provocar cambios relevantes en cuanto a la organización del trabajo y a los contratos de trabajo en la empresa",comité de empresa,argument0231,LegalEntity,,,,,,tendrá derecho a ser informado y consultado,trigger0663,Right,right0202
Quienes presten servicios en trabajos fijos-discontinuos y los trabajadores vinculados por contrato de duración determinada estarán representados por los órganos que se establecen en este título conjuntamente con los trabajadores fijos de plantilla,Quienes presten servicios en trabajos fijos-discontinuos y los trabajadores vinculados por contrato de duración determinada,argument0102,LegalAgent,,,,,,estarán representados,trigger0234,Duty,duty0594
Lo dispuesto en el presente artículo se entenderá sin perjuicio de las disposiciones específicas previstas en otros artículos de esta ley o en otras normas legales o reglamentarias,,,,,,,,,,,NoRelation,
La misma consideración tendrán las indemnizaciones por despido en la cuantía correspondiente al mínimo legal calculada sobre una base que no supere el triple del salario mínimo,indemnizaciones,argument0528,LegalConcept,,,,,,tendrán,trigger0676,Norelation,
